static_text,log_level
Discard registration from TaskExecutor * at (*) because the framework did not recognize it,warn
Failed to start Connect,error
Moving index file * to *,trace
TTransportException writing to internal frame buffer,error
 is a link,trace
successfully set monitoring * [*],trace
Subprocedure ' | ' received 'reached' from coordinator.,debug
$$$Empty Message$$$,warn
"Running extra flush,  |  (carrying snapshot?) ",info
Successfully created execution graph from job graph * (*).,debug
Failed to send request to Datadog (response was *),warn
"Could not delete * under *. might be transient; we'll retry. if it keeps happening, use following exception when asking on mailing list.",info
Query parameters  : Table Name = >  |  Start Row =>  |  End Row =>  |  Columns =>  |  Start Time =>  |  End Time =>  |  Cache Blocks =>  |  Max Versions =>  |  Batch Size => ,trace
Skipping record for expired segment.,debug
unable to retrieve max size virtual memory [ | ],warn
Checkpoint triggering task * of job * is not in state * but * instead. Aborting checkpoint.,info
Follower sid: * : info : *,info
Starting datanodes on mini cluster is not supported,warn
$$$Empty Message$$$,warn
unable to close the wal file: ,warn
[*] ES API CALL: to index * with ID [*],trace
Allocating a new * byte message buffer for topic * partition *,trace
$$$Empty Message$$$,warn
skipping rebalance due to in-flight shard/store fetches,debug
Failed to update snapshot state ,warn
bulkload locality sensitive enabled,info
Retry InitProducerIdRequest in *ms.,trace
Cannot find getter  | .,debug
TApplicationException inside handler,error
Executing job * with name *,debug
handleJoin: rejecting join since this node has not received its initial configuration yet,debug
Exception when parsing datetime string '%s' in format '%s',error
Missing signature. Got *,error
Attempted to use HTTP2 Push but it is not supported for the current request: *!,warn
Received reached global barrier:,debug
Starting execution of job * (*) under job master id *.,info
[*] lifecycle action for index [*] executed but index no longer exists,debug
Failed to negotiate with the server.,error
exception from server channel caught on transport layer [channel=*],error
   adding all non-blacklisted features from repository:  |  (stage:  | ),info
[Stream #*] Remote peer * failed stream session.,error
attempt to complete task [*] with id [*] in the [*] state,warn
TApplicationException inside handler,error
Assigned  |  of total memory to each local strategy  | instance of  | .,debug
Adding role-based security to services with filter: *,info
Created InfluxDBMetricsSender with url: *,debug
$$$Empty Message$$$,info
take snapshot without flush memstore first,debug
"rawPostData in default JRE encoding: *, Request: '*'",debug
Minimum from this region is  | : ,info
Unknown map output value type:,warn
Failed seekBefore ,warn
Read failed,error
RowProcessor timeout: |  ms,error
* execute state=*,trace
pid= |  splitting started for store file:  |  for region: ,debug
* sending shard active check to *,trace
Couldn't resolve server * from * as DNS resolution of the canonical hostname [} failed for *bootstrap.servers,warn
Running 'cancel' command.,info
Illegal state exception ,error
Adding  | /hdfs-site.xml to hadoop configuration,debug
Overlap merges were interrupted,error
Beginning bootstrap process,trace
Starting zookeeper nodes on mini cluster is not supported,warn
* released latch : *,debug
Features service is not available,error
Not using Unsafe to estimate memory layout,debug
"Success, number of metrics written: *",debug
Error retrieving a value from a buffer.,error
Performing action: Truncate table  | preserve splits ,info
Added sensor with name *,debug
No token selector found for type ,debug
"Can't archive compacted file  |  because of either isCompactedAway= |  or file has reference, isReferencedInReads= | , refCount= | , skipping for now.",info
Updated * in ZooKeeper.,debug
impersonation is possible!,warn
"removing existing node [*], which conflicts with incoming join from [*]",debug
Printing file: ,info
Calling ,info
Carrying forward ACLs from  | : ,trace
Creating MiniTrogdorCluster with agents: * and coordinator: *,info
ignoring dangled index [*] on node [*] since it's created version [*] is not supported by at least one node in the cluster minVersion [*],warn
added role [*],info
Ignoring connector tasks configuration commit for connector '*' because it is in the wrong format: *,error
HTMLAssertions.getResult(): start parsing with tidy ...,debug
"unexpected error while joining cluster, trying again",error
cnxns size:*,debug
Error communicating with broker * to find partitions for *. * Message: *,warn
threadStarted(),debug
Done waiting - exec procedure  |  for ' | ',info
* Created: *@*,debug
Spilling Resettable Iterator opened.,debug
* flushing * outstanding messages for offset commit,info
 completed,info
Peer state changed: *,info
Cannot fail slot  |  because the TaskManager  |  is unknown.,warn
Invalid filter specification  |  - skipping,warn
CSV file path * user.properties file path: * Output directory file path: *,debug
* failed to find * allocated shards (found *) on node [*] for shrink readiness (*),trace
* Sink task finished initialization and start,info
Received connection request *,info
    *=*,debug
"Split part count cannot be 1 ( | ), using the default",error
Failed to parse task status with key *,warn
Matched!,debug
Table is disabled: ,info
Error while closing cluster.,error
Error connecting to node *,warn
Cannot close the large records reader.,error
$$$Empty Message$$$,error
$$$Empty Message$$$,error
Test failed!,error
Unable to read  |  from quota table,warn
error parsing conf ,error
Successfully cleared [*],debug
      skipping blacklisted bundle: *,info
Writing ZK GroupInfo count: ,debug
Try to restart or fail the job * (*) if no longer possible.,debug
File upload for an existing file with key * for job *. This may indicate a duplicate upload or a hash collision. Ignoring newest upload.,warn
DENSE_RANK() on streaming table is not supported currently,error
Listening for thrift clients...,info
"Principal or key tab file null for :  | , ",warn
Storing mob region ' | ' region-info for snapshot.,debug
Unable to calculate tokens for *.  Will use a random one,warn
Exception writing to internal frame buffer,error
$$$Empty Message$$$,error
"Could not instantiate specified RNG, falling back to default",warn
"Unable to add class:* as consumer for HTML report generation, check class name or that the plugin that contains it is on classpath",warn
Assignment plan for secondary and tertiary generated using MunkresAssignment,info
$$$Empty Message$$$,error
Processed  |  rows.,info
Copying from * to *.,debug
"Report will be generated in: *, creating folder structure",info
Failed creating a source,error
Unable to find a NodeManager that can fit the JobManager/Application master.  | The JobManager requires  | MB. NodeManagers available: ,warn
Failed to punctuate stream task * due to the following error:,error
Gossip error,error
Unable to delete log src dir. Ignoring. ,warn
snapshot [*] completed with state [*],info
"create fan-out dfs output * failed, retry = *",warn
[*] Deletion task [*] will wait for existing deletion task to complete,debug
Received unknown control record key version *. Parsing as version *0,debug
Waiting for local region flush to finish.,debug
creating receiver without authorisation credentials. UseResMsgId=*,info
Error during close: ,error
Docker image  |  created,info
"File processed: *, *, *",info
Started MiniZooKeeperCluster and ran successful 'stat'  | on client port=,info
pingAndWait interrupted,trace
User '*' not found in list of DIGEST-MD5 authenticateable users.,warn
"The period is  |  seconds, MobCompactionChore is disabled",info
"blocking [*] operation due to expired license. Cluster health, cluster stats and indices stats  operations are blocked on license expiration. All data operations (read and write) continue to work.  If you have a new license, please update it. Otherwise, please reach out to your support contact.",error
Exception writing to internal frame buffer,error
$$$Empty Message$$$,warn
Authentication failed for scheme: *,warn
Failed to put element into unordered stream element queue because it was full (*/*).,debug
" znode does not exist, waiting for master to create",info
$$$Empty Message$$$,error
"CRITICAL: Failed to deserialize offset data when getting offsets for task with namespace *. No value for this data will be returned, which may break the task or cause it to skip some data. This could either be due to an error in the connector implementation or incompatible schema.",error
